tour,min_edge_threshold,kelly_fraction,max_odds,n_bets,roi,final_bankroll,max_drawdown,win_rate
WTA,0.03,0.15,6.0,348,-0.013098625692017186,966.8042462080588,0.227212484367792,0.4540229885057471
WTA,0.03,0.2,2.5,229,0.025140171626570472,1077.7543650207124,0.22985896156697602,0.5633187772925764
WTA,0.03,0.2,3.0,270,-0.0012791030196089073,995.9436814959523,0.25058566858273323,0.5185185185185185
WTA,0.03,0.2,4.0,320,-0.009731824736857735,967.8665910652193,0.2660159883366907,0.48125
WTA,0.03,0.2,6.0,348,-0.014371712419911182,951.6585472358473,0.29197405210041577,0.4540229885057471
WTA,0.03,0.25,2.5,229,0.023083732507509735,1090.6155776687103,0.27698011804480166,0.5633187772925764
WTA,0.03,0.25,3.0,270,-0.0031036147420791353,987.68811380341,0.3026975004624033,0.5185185185185185
WTA,0.03,0.25,4.0,320,-0.011546677573783994,952.6450910452938,0.3219339038813981,0.48125
WTA,0.03,0.25,6.0,348,-0.016193042730264093,932.5121297007024,0.35183216430185854,0.4540229885057471
WTA,0.04,0.05,2.5,104,0.12672696382630275,1049.6654313687886,0.03441372485158499,0.6057692307692307
WTA,0.04,0.05,3.0,131,0.06894867214979385,1030.0391317020892,0.03844847931827481,0.5267175572519084
WTA,0.04,0.05,4.0,166,0.051609431199731215,1024.6265492682269,0.04097557550183608,0.4759036144578313
WTA,0.04,0.05,6.0,185,0.0449077761089629,1022.296882700521,0.04319669830381391,0.44324324324324327
WTA,0.04,0.1,2.5,104,0.12481235032648987,1100.4879263031523,0.06792528231938841,0.6057692307692307
WTA,0.04,0.1,3.0,131,0.06759562485849883,1059.5540790536977,0.07575022415213478,0.5267175572519084
WTA,0.04,0.1,4.0,166,0.05040086926005246,1048.3071082415645,0.08060541183189915,0.4759036144578313
WTA,0.04,0.1,6.0,185,0.043622662701176776,1043.4449372430538,0.0847426763187144,0.44324324324324327
WTA,0.04,0.15,2.5,104,0.1228662945562843,1152.3966447327646,0.10054971053443283,0.6057692307692307
WTA,0.04,0.15,3.0,131,0.06620315604423747,1088.4463060835526,0.11192716988251755,0.5267175572519084
WTA,0.04,0.15,4.0,166,0.04915026410078881,1070.9463908018488,0.11892065753062252,0.4759036144578313
WTA,0.04,0.15,6.0,185,0.04229863200472923,1063.351591597956,0.12469893080430985,0.44324324324324327
WTA,0.04,0.2,2.5,104,0.12088996590251806,1205.3127273008465,0.13230202962363713,0.6057692307692307
WTA,0.04,0.2,3.0,131,0.06477279233728896,1116.6165978461727,0.1470012499824935,0.5267175572519084
WTA,0.04,0.2,4.0,166,0.04785881463589389,1092.451257340053,0.1559522076332309,0.4759036144578313
WTA,0.04,0.2,6.0,185,0.04093685801623641,1081.9280194437083,0.1631148584828258,0.44324324324324327
WTA,0.04,0.25,2.5,104,0.11872437885574282,1256.308369299941,0.1602311199537263,0.6057692307692307
WTA,0.04,0.25,3.0,131,0.0626974853714472,1141.3845747205667,0.1780913482241032,0.5267175572519084
WTA,0.04,0.25,4.0,166,0.0458411318338579,1110.2207897169465,0.1888657125239219,0.4759036144578313
WTA,0.04,0.25,6.0,185,0.03883163423997213,1096.610022369918,0.20004107773036667,0.44324324324324327
WTA,0.05,0.05,2.5,56,0.1696243370701442,1042.7383701549657,0.025894979281774762,0.6607142857142857
WTA,0.05,0.05,3.0,70,0.10477901753221186,1029.5467649681252,0.03485893653449191,0.5714285714285714
WTA,0.05,0.05,4.0,92,0.07745783003545614,1024.1946898269273,0.037275418432948154,0.5
WTA,0.05,0.05,6.0,106,0.06825904722700081,1022.4545405410547,0.0442203323644703,0.4528301886792453
WTA,0.05,0.1,2.5,56,0.16730818021237379,1086.2915491573772,0.05138055808666932,0.6607142857142857
WTA,0.05,0.1,3.0,70,0.10319224211842436,1058.8476858701742,0.06881551771908635,0.5714285714285714
WTA,0.05,0.1,4.0,92,0.0761069318156478,1047.7546914058612,0.07349002377460259,0.5
WTA,0.05,0.1,6.0,106,0.06676884306730259,1044.1027816103315,0.08683531879054358,0.4528301886792453
WTA,0.05,0.15,2.5,56,0.16496654584617204,1130.6079257628194,0.07645719002960615,0.6607142857142857
WTA,0.05,0.15,3.0,70,0.10156145946344583,1087.8301567147894,0.10188065778442745,0.5714285714285714
WTA,0.05,0.15,4.0,92,0.07470863297835147,1070.6074596802264,0.10866009733181495,0.5
